Flop0,Flop1,Flop2,Turn,River,Chips,Hands0,Hands1,Action0,Action1,Action2,Action3,Action4,Action5,Action6,Action7,Action8,Action9
4,6,8,-1,-1,187.55,11,9,1,3,2,2,4,2,6,-1,-1,-1
8,16,6,21,3,225.5,37,32,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,219.8,49,41,0,2,4,4,4,6,-1,-1,-1,-1
7,50,31,27,37,313.1,11,8,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200,14,34,1,3,4,4,4,6,-1,-1,-1,-1
25,11,12,31,36,200,13,47,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,229.85,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
49,41,35,51,46,218.5,28,23,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,210.85,30,10,1,3,4,4,4,6,-1,-1,-1,-1
46,19,5,6,39,218.3,11,4,1,4,4,2,2,3,6,-1,-1,-1
4,6,8,-1,-1,210.45,7,8,0,3,4,3,2,-2,6,-1,-1,-1
16,46,1,29,2,85,38,24,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,90,13,50,0,2,4,4,4,6,-1,-1,-1,-1
15,3,39,2,43,200,10,38,0,2,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,271.7,14,34,1,3,4,3,4,4,6,-1,-1,-1
10,2,46,11,14,215.5,15,37,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,255.7,26,31,0,3,4,4,4,-2,6,-1,-1,-1
2,40,10,13,4,210.55,-1,-1,0,2,3,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,216.7,45,8,1,3,2,2,2,6,-1,-1,-1,-1
31,32,0,34,30,248.5,37,29,0,2,3,4,2,-2,2,-2,6,-1
5,7,10,-1,-1,221.1,-1,-1,1,2,-2,4,4,3,4,3,7,-1
31,44,12,15,5,142.3,33,18,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,110.2,37,40,0,3,4,4,4,6,-1,-1,-1,-1
14,30,32,27,21,208,-1,-1,0,2,3,3,3,3,7,-1,-1,-1
5,8,11,-1,-1,236,36,37,1,2,-2,2,2,2,6,-1,-1,-1
30,49,6,32,2,343.75,10,4,0,3,3,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,223.5,1,18,1,4,2,4,4,6,-1,-1,-1,-1
13,3,32,46,31,350,1,39,1,4,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,119.1,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1
2,44,37,40,29,56.6,4,0,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,155.4,11,10,0,2,4,4,4,6,-1,-1,-1,-1
17,37,36,42,48,274.6,31,29,0,2,2,3,6,-1,-1,-1,-1,-1
7,7,7,-1,-1,123.1,25,26,1,2,9,-2,6,-1,-1,-1,-1,-1
33,16,4,42,13,45.6,32,37,0,2,4,3,9,-2,6,-1,-1,-1
4,6,8,-1,-1,165.9,44,43,1,3,4,2,2,3,6,-1,-1,-1
16,12,39,4,15,356.75,20,31,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,209.5,8,9,0,2,4,3,3,6,-1,-1,-1,-1
32,3,1,18,25,45,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,200,16,50,1,2,-2,6,-1,-1,-1,-1,-1,-1
5,23,22,8,31,352,42,39,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,115.4,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
36,30,27,29,20,336.75,33,21,1,2,-2,4,4,2,6,-1,-1,-1
5,7,9,-1,-1,229,26,34,0,2,3,4,4,3,6,-1,-1,-1
51,32,19,2,1,390.2,43,7,1,3,4,4,4,6,-1,-1,-1,-1
4,7,9,-1,-1,206.5,20,40,0,2,4,-2,4,4,6,-1,-1,-1
49,7,33,47,21,200,11,13,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,211,44,24,0,2,4,4,4,6,-1,-1,-1,-1
28,10,24,12,38,375.9,37,33,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,90.4,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
33,28,8,46,32,389.4,29,20,0,2,3,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,76.4,22,43,1,3,2,4,4,6,-1,-1,-1,-1
10,44,12,27,24,388.45,45,40,1,3,4,2,3,6,-1,-1,-1,-1
4,9,9,-1,-1,206.85,42,46,0,2,2,9,-2,6,-1,-1,-1,-1
23,18,33,10,6,161.9,30,48,0,2,3,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,88.6,38,45,1,3,2,4,4,6,-1,-1,-1,-1
11,46,13,49,29,384.2,-1,-1,1,2,-2,4,4,3,4,3,7,-1
5,7,10,-1,-1,210.2,8,9,0,2,3,4,2,-2,2,-2,6,-1
1,41,4,21,47,226.6,-1,-1,0,2,2,2,9,7,-1,-1,-1,-1
9,9,9,-1,-1,230.9,49,50,1,2,2,9,-2,6,-1,-1,-1,-1
14,34,15,46,8,210.5,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
4,6,9,-1,-1,200,25,45,1,3,4,4,3,4,6,-1,-1,-1
20,42,30,2,6,275.7,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,317.2,35,31,1,3,4,4,4,6,-1,-1,-1,-1
21,22,34,14,17,272.7,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,319.8,27,43,1,3,4,4,4,6,-1,-1,-1,-1
19,7,39,34,27,159.95,22,31,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,88.1,29,43,0,2,4,3,3,6,-1,-1,-1,-1
15,50,8,43,46,200,4,12,1,3,2,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,200,42,33,0,2,2,-2,4,3,6,-1,-1,-1
16,51,30,25,35,62.3,22,31,0,3,3,2,-2,2,-2,4,6,-1
5,8,11,-1,-1,200,45,29,1,2,-2,4,3,4,3,4,6,-1
39,41,38,7,12,144.75,44,48,0,2,2,-2,4,3,6,-1,-1,-1
4,7,9,-1,-1,102.6,49,34,1,3,4,3,4,2,6,-1,-1,-1
8,18,16,47,13,304.8,49,10,1,2,-2,2,2,3,6,-1,-1,-1
5,10,10,-1,-1,258.05,19,46,0,2,3,2,9,-2,6,-1,-1,-1
38,16,41,34,1,180.55,11,51,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,65.4,47,27,1,3,4,4,3,4,6,-1,-1,-1
41,45,9,8,13,83.8,20,37,1,3,4,3,4,4,2,6,-1,-1
4,7,9,-1,-1,201,-1,-1,0,2,2,-2,4,2,3,7,-1,-1
49,44,4,7,20,200,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,277.5,47,32,1,3,4,3,4,4,6,-1,-1,-1
22,19,2,26,44,44.75,13,27,1,4,2,9,6,-1,-1,-1,-1,-1
4,7,7,-1,-1,517.1,20,17,0,3,9,-2,6,-1,-1,-1,-1,-1
17,44,25,21,8,182.55,33,46,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,61.9,-1,-1,1,3,4,3,4,4,3,7,-1,-1
29,32,17,6,9,183.05,36,48,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,60,40,20,1,3,4,4,4,6,-1,-1,-1,-1
43,49,44,21,25,134.5,34,26,1,2,-2,2,4,2,6,-1,-1,-1
5,7,9,-1,-1,262,18,48,0,2,3,3,4,3,6,-1,-1,-1
34,35,17,37,51,127.85,47,26,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200,41,11,1,4,4,4,4,6,-1,-1,-1,-1
17,24,16,40,45,170.3,38,46,1,3,4,3,2,2,3,6,-1,-1
4,7,9,-1,-1,71.25,14,44,0,2,2,-2,3,9,-2,6,-1,-1
39,2,25,45,8,253.5,14,17,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,261.1,49,0,0,3,4,4,4,6,-1,-1,-1,-1
30,33,24,11,3,201,20,38,0,3,3,3,3,9,-2,6,-1,-1
5,7,9,-1,-1,202,-1,-1,1,2,-2,2,2,2,3,7,-1,-1
37,28,26,51,14,172.05,7,27,1,4,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,69,44,49,0,3,4,4,4,6,-1,-1,-1,-1
42,44,20,2,17,115.5,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,280,24,1,1,4,4,4,4,6,-1,-1,-1,-1
36,11,17,26,2,241.3,44,37,1,2,-2,2,4,2,6,-1,-1,-1
5,7,9,-1,-1,247.5,50,39,0,2,3,3,4,3,6,-1,-1,-1
35,49,21,1,17,136.95,19,2,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,203.8,42,16,1,4,4,4,4,6,-1,-1,-1,-1
35,8,22,17,45,138.75,16,25,1,3,4,3,2,3,2,6,-1,-1
4,7,10,-1,-1,201.8,34,18,0,2,2,-2,2,-2,3,6,-1,-1
12,49,30,6,2,397.5,34,39,1,3,2,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,204.5,31,22,0,2,3,4,3,6,-1,-1,-1,-1
15,1,31,2,29,246.1,12,43,1,4,2,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,266.5,-1,-1,0,3,3,3,3,7,-1,-1,-1,-1
47,48,0,25,4,200,41,51,1,2,-2,2,9,6,-1,-1,-1,-1
5,9,9,-1,-1,358.5,43,49,0,2,3,2,3,6,-1,-1,-1,-1
42,12,6,32,50,272.1,48,4,0,2,3,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,239.5,37,33,1,3,2,4,3,4,6,-1,-1,-1
48,9,33,49,31,195.85,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
4,6,8,-1,-1,43.1,35,25,1,3,4,2,2,6,-1,-1,-1,-1
48,32,44,8,0,104.8,5,21,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,288.3,50,22,1,3,4,4,4,6,-1,-1,-1,-1
23,1,14,0,11,270.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,330.5,47,27,1,3,4,4,4,6,-1,-1,-1,-1
8,44,46,20,17,202,38,40,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,355.75,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
7,26,30,25,1,170.45,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
4,6,9,-1,-1,66.1,35,24,1,3,4,4,3,4,6,-1,-1,-1
41,14,12,31,33,225.9,9,15,1,4,4,3,4,3,4,2,6,-1
4,7,10,-1,-1,282.45,-1,-1,0,3,2,-2,2,-2,2,3,7,-1
10,17,15,47,5,318.1,24,25,1,2,-2,2,2,3,6,-1,-1,-1
5,10,10,-1,-1,200,12,14,0,2,3,2,9,-2,6,-1,-1,-1
44,14,6,0,33,242.4,45,46,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,265.45,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
18,41,22,33,43,285.7,44,35,0,2,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,221.45,21,37,1,3,4,2,4,6,-1,-1,-1,-1
10,3,8,27,18,116.9,34,16,0,3,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,400.3,7,5,1,4,4,3,4,4,6,-1,-1,-1
29,44,15,13,7,213,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,342.75,34,41,1,3,4,3,4,4,6,-1,-1,-1
14,32,7,49,39,134.7,45,34,0,2,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,255.1,27,35,1,3,4,2,4,6,-1,-1,-1,-1
34,25,38,37,4,298.7,16,19,1,2,-2,2,2,4,6,-1,-1,-1
5,7,9,-1,-1,206.55,-1,-1,0,3,3,3,3,4,7,-1,-1,-1
40,48,41,31,39,126.9,42,51,0,3,4,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,389.3,-1,-1,1,4,4,2,2,3,7,-1,-1,-1
51,13,30,28,44,203.5,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
4,7,9,-1,-1,353.75,48,34,1,3,4,3,4,2,6,-1,-1,-1
40,46,0,4,42,42,41,16,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,304.25,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
37,42,39,31,14,49.5,35,41,0,3,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,296.25,-1,-1,1,4,4,4,4,3,7,-1,-1,-1
25,14,23,24,41,196.8,5,21,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,316.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
13,22,3,48,28,61.95,49,20,1,3,4,3,4,3,4,9,6,-1
4,7,10,-1,-1,282.25,24,43,0,2,2,-2,2,-2,9,-2,6,-1
14,38,15,49,0,123.4,12,39,0,3,4,3,2,-2,6,-1,-1,-1
4,6,8,-1,-1,220.3,-1,-1,1,4,4,2,4,3,7,-1,-1,-1
28,35,21,16,48,174.4,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1
4,6,9,-1,-1,200,8,44,1,4,4,4,3,4,6,-1,-1,-1
37,25,5,17,11,158.7,38,4,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,343,36,45,0,2,2,-2,4,3,6,-1,-1,-1
34,20,0,49,35,175.5,14,2,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,202,23,27,0,2,2,-2,4,3,6,-1,-1,-1
34,35,3,28,23,255.1,-1,-1,0,2,3,2,-2,4,4,7,-1,-1
5,8,10,-1,-1,253.8,46,45,1,2,-2,2,3,4,4,6,-1,-1
43,30,2,6,16,99.15,51,50,1,2,-2,2,2,9,6,-1,-1,-1
5,10,10,-1,-1,354.9,-1,-1,0,2,3,2,2,-2,7,-1,-1,-1
8,10,45,46,38,111.7,47,2,1,2,-2,4,2,2,6,-1,-1,-1
5,7,9,-1,-1,388.8,-1,-1,0,3,3,4,3,3,7,-1,-1,-1
32,17,25,10,40,181.6,-1,-1,0,2,2,-2,2,-2,3,7,-1,-1
4,7,10,-1,-1,326.3,26,42,1,3,4,3,4,3,2,6,-1,-1
10,48,36,17,0,180.8,-1,-1,0,3,3,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,271.75,50,9,1,4,2,2,4,6,-1,-1,-1,-1
1,33,28,2,34,133.6,-1,-1,0,3,3,4,4,3,7,-1,-1,-1
5,7,9,-1,-1,373.8,41,50,1,2,-2,4,4,2,6,-1,-1,-1
25,30,36,28,11,202,35,29,1,3,4,2,2,6,-1,-1,-1,-1
4,6,8,-1,-1,310.5,-1,-1,0,2,4,3,3,7,-1,-1,-1,-1
4,45,48,13,20,263,44,37,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,405.75,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
11,12,24,29,38,180.4,50,14,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,214.3,20,41,1,4,4,4,4,6,-1,-1,-1,-1
8,4,12,34,50,138.7,41,36,0,3,3,2,-2,2,-2,6,-1,-1
4,6,9,-1,-1,236.5,7,3,1,4,2,4,3,4,3,6,-1,-1
36,32,33,5,25,183.2,45,35,0,2,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,211.3,-1,-1,1,3,4,4,2,3,7,-1,-1,-1
18,15,32,38,3,231,28,47,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,280.5,7,5,0,2,4,4,4,6,-1,-1,-1,-1
31,41,7,36,49,123.8,-1,-1,0,2,2,-2,2,9,-2,7,-1,-1
4,7,12,-1,-1,200,46,33,1,3,4,3,4,2,3,6,-1,-1
42,29,50,33,16,140.8,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,358.8,43,37,1,3,4,4,4,6,-1,-1,-1,-1
47,0,26,49,29,174.5,41,27,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,276.25,22,36,1,4,4,4,4,6,-1,-1,-1,-1
11,48,28,15,26,134.8,13,0,1,4,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,364.3,38,27,0,3,4,4,3,6,-1,-1,-1,-1
48,33,51,20,26,181.7,22,40,0,3,4,3,4,6,-1,-1,-1,-1
4,6,8,-1,-1,212.3,23,13,1,4,4,2,4,6,-1,-1,-1,-1
37,39,11,33,20,114,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,259.5,13,46,1,4,4,4,4,6,-1,-1,-1,-1
12,2,18,46,8,79.6,-1,-1,1,4,4,3,4,4,3,7,-1,-1
4,7,9,-1,-1,426.3,43,16,0,3,2,-2,4,2,-2,6,-1,-1
13,45,18,44,34,204.6,42,32,1,9,-2,6,-1,-1,-1,-1,-1,-1
5,5,5,-1,-1,35,-1,-1,0,2,9,7,-1,-1,-1,-1,-1,-1
8,19,11,5,14,139.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,358.8,9,50,1,3,4,4,4,6,-1,-1,-1,-1
48,31,51,47,11,115.8,16,24,0,3,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,257.3,3,41,1,4,4,4,4,3,6,-1,-1,-1
21,14,42,34,22,67.6,18,12,0,3,4,4,2,-2,6,-1,-1,-1
4,6,8,-1,-1,437.8,-1,-1,1,4,4,4,4,3,7,-1,-1,-1
34,5,26,40,21,253.3,39,19,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,200,10,13,1,4,4,4,4,6,-1,-1,-1,-1
4,2,45,8,47,87.75,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,416.8,6,14,1,4,4,2,4,6,-1,-1,-1,-1
11,36,12,3,42,252.1,2,0,1,3,4,3,4,2,9,6,-1,-1
4,7,11,-1,-1,203,-1,-1,0,2,2,-2,2,3,9,7,-1,-1
21,3,16,8,23,82.75,11,31,0,3,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,421.3,14,1,1,4,4,3,4,3,4,6,-1,-1
3,12,26,21,23,103.55,33,27,1,3,2,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,399.3,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
37,49,11,40,2,152.7,17,45,1,3,4,3,2,3,4,6,-1,-1
4,7,10,-1,-1,238.8,26,47,0,2,2,-2,2,-2,4,6,-1,-1
34,4,23,30,36,336,29,25,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,329.75,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
41,33,27,44,11,106.7,17,34,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,264.1,14,38,1,4,4,4,4,6,-1,-1,-1,-1
34,19,20,2,16,132.05,29,24,1,3,4,4,2,2,6,-1,-1,-1
4,6,10,-1,-1,369.8,-1,-1,0,2,4,2,3,3,7,-1,-1,-1
46,44,16,45,31,441.9,0,39,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,211,26,5,1,4,4,4,4,6,-1,-1,-1,-1
23,29,18,27,5,96.7,8,12,1,3,4,3,4,3,4,6,-1,-1
4,7,10,-1,-1,294.3,-1,-1,0,2,2,-2,2,-2,4,7,-1,-1
7,9,50,45,44,441.7,12,4,0,3,3,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,211,3,38,1,4,2,4,4,6,-1,-1,-1,-1
45,3,21,4,16,131.2,8,22,0,2,2,-2,4,2,-2,6,-1,-1
4,7,9,-1,-1,259.3,25,46,1,3,2,3,4,4,3,6,-1,-1
37,3,17,49,21,124.5,34,50,0,3,4,4,3,6,-1,-1,-1,-1
4,6,8,-1,-1,245.1,10,44,1,4,4,4,2,6,-1,-1,-1,-1
10,37,30,17,2,198.05,22,46,1,3,4,2,4,3,4,6,-1,-1
4,8,11,-1,-1,302.8,-1,-1,0,2,2,3,2,-2,4,7,-1,-1
43,15,4,47,44,131,48,10,0,3,2,-2,2,-2,4,6,-1,-1
4,7,10,-1,-1,238.1,11,49,1,4,4,3,4,3,4,6,-1,-1
0,51,15,23,22,131.55,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,236.85,17,42,1,4,4,4,4,6,-1,-1,-1,-1
24,29,21,37,27,81.2,19,35,1,3,4,3,4,4,6,-1,-1,-1
4,7,9,-1,-1,307.8,-1,-1,0,2,2,-2,4,4,7,-1,-1,-1
49,29,43,44,51,483.7,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,200,6,41,1,4,4,4,4,6,-1,-1,-1,-1
26,15,49,14,30,248.2,-1,-1,0,3,4,2,-2,4,7,-1,-1,-1
4,6,9,-1,-1,251.8,13,46,1,4,4,2,3,4,6,-1,-1,-1
41,13,3,9,31,475.7,39,18,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,207.6,7,24,1,4,4,4,4,6,-1,-1,-1,-1
40,22,37,19,42,471.5,51,23,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,211.1,24,10,1,4,4,4,4,6,-1,-1,-1,-1
41,44,46,11,30,119.55,-1,-1,0,3,2,-2,2,-2,4,7,-1,-1
4,7,10,-1,-1,246.15,9,50,1,4,4,3,4,3,4,6,-1,-1
45,44,28,51,46,200,-1,-1,1,3,4,4,4,3,7,-1,-1,-1
4,6,8,-1,-1,298.8,40,30,0,2,4,4,2,-2,6,-1,-1,-1
36,22,43,0,39,178,-1,-1,0,3,2,-2,4,4,7,-1,-1,-1
4,7,9,-1,-1,319.8,42,18,1,4,4,3,4,4,6,-1,-1,-1
38,43,35,27,5,105.35,26,34,0,3,4,3,3,6,-1,-1,-1,-1
4,6,8,-1,-1,259.15,6,51,1,4,4,2,2,6,-1,-1,-1,-1
45,14,23,5,16,141,44,20,0,3,3,3,2,-2,2,-2,6,-1
5,7,10,-1,-1,354.8,-1,-1,1,2,-2,2,4,3,4,3,7,-1
47,9,44,38,30,100,34,31,1,3,4,3,2,2,6,-1,-1,-1
4,7,9,-1,-1,200,-1,-1,0,2,2,-2,3,3,7,-1,-1,-1
24,47,38,36,8,446.8,25,32,1,3,4,4,3,4,6,-1,-1,-1
4,6,9,-1,-1,233.9,-1,-1,0,2,4,2,-2,4,7,-1,-1,-1
37,2,15,11,47,152.5,36,46,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,146.5,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
26,46,49,10,36,214,0,3,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,280.45,35,28,1,3,4,4,4,6,-1,-1,-1,-1
18,13,23,12,7,255.6,6,30,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,278,29,42,1,3,4,4,4,6,-1,-1,-1,-1
51,31,28,20,1,173.5,29,47,1,3,4,4,2,6,-1,-1,-1,-1
4,6,8,-1,-1,208,-1,-1,0,2,4,4,3,7,-1,-1,-1,-1
50,18,28,16,12,441.3,30,27,0,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,237.9,1,42,1,4,4,4,4,6,-1,-1,-1,-1
32,13,26,42,9,207.4,-1,-1,0,3,4,4,3,7,-1,-1,-1,-1
4,6,8,-1,-1,285.45,29,27,1,4,4,4,2,6,-1,-1,-1,-1
8,45,39,38,1,265.1,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,268,51,19,1,3,4,4,4,6,-1,-1,-1,-1
10,34,40,19,24,203.4,26,45,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,289.1,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
33,15,6,39,18,208.9,47,12,0,3,2,-2,4,4,6,-1,-1,-1
4,7,9,-1,-1,283.1,31,4,1,4,4,3,4,4,6,-1,-1,-1
8,19,44,28,0,260.1,11,35,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,272.5,23,43,1,3,4,4,4,6,-1,-1,-1,-1
49,6,26,7,10,668.6,-1,-1,1,2,3,4,4,3,4,3,7,-1
6,8,11,-1,-1,276.5,47,48,0,2,2,4,2,-2,2,-2,6,-1
44,38,51,42,7,528.6,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,416,40,2,1,4,4,4,4,6,-1,-1,-1,-1
13,19,14,27,28,247.95,16,42,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,377.45,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
7,49,15,40,4,527.6,-1,-1,0,2,2,4,3,4,7,-1,-1,-1
6,8,10,-1,-1,416.8,51,31,1,2,3,4,2,4,6,-1,-1,-1
36,34,37,30,50,234,39,35,1,2,-2,4,2,4,6,-1,-1,-1
5,7,9,-1,-1,148.85,-1,-1,0,2,3,4,3,4,7,-1,-1,-1
18,27,12,21,1,260.95,10,51,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,363.45,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
50,35,24,28,19,474.6,48,17,0,2,4,2,-2,4,6,-1,-1,-1
4,6,9,-1,-1,469.3,8,40,1,3,4,4,3,4,6,-1,-1,-1
51,29,47,34,30,294.45,-1,-1,0,2,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,329.45,48,16,1,3,4,2,4,6,-1,-1,-1,-1
49,32,37,31,13,58.9,-1,-1,0,3,4,4,4,7,-1,-1,-1,-1
4,6,8,-1,-1,314.85,36,6,1,4,4,4,4,6,-1,-1,-1,-1
40,26,47,4,11,488.1,31,48,1,2,-2,4,4,4,6,-1,-1,-1
5,7,9,-1,-1,455.3,-1,-1,0,2,3,4,4,4,7,-1,-1,-1
36,24,33,20,19,313,32,41,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,68.85,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
43,46,17,45,24,207.55,-1,-1,0,2,2,-2,4,3,7,-1,-1,-1
4,7,9,-1,-1,122.2,12,13,1,3,4,3,4,2,6,-1,-1,-1
6,18,47,29,2,502.6,17,43,1,3,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,440.3,-1,-1,0,2,4,4,4,7,-1,-1,-1,-1
37,15,12,51,32,318.5,30,42,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,62.85,26,29,1,3,4,4,4,6,-1,-1,-1,-1
5,0,50,31,45,528.6,-1,-1,0,3,4,3,4,7,-1,-1,-1,-1
4,6,8,-1,-1,413.3,7,48,1,4,4,2,4,6,-1,-1,-1,-1
15,12,34,2,6,49,29,38,1,3,4,3,4,2,6,-1,-1,-1
4,7,9,-1,-1,322.25,1,46,0,2,2,-2,4,3,6,-1,-1,-1
22,3,7,18,29,197,33,23,0,2,2,3,3,4,6,-1,-1,-1
4,8,10,-1,-1,157.8,43,26,1,3,4,2,2,4,6,-1,-1,-1
34,1,33,26,38,520.6,50,10,0,2,3,3,4,2,-2,6,-1,-1
5,7,9,-1,-1,420.8,-1,-1,1,2,-2,2,4,4,3,7,-1,-1
18,25,27,47,1,200,36,40,0,2,4,4,4,6,-1,-1,-1,-1
4,6,8,-1,-1,499.75,11,7,1,3,4,4,4,6,-1,-1,-1,-1
11,46,12,41,17,268,29,13,0,2,4,4,3,6,-1,-1,-1,-1
4,6,8,-1,-1,85.8,48,37,1,3,4,4,2,6,-1,-1,-1,-1
